"","date","new_file_name","species","time","mange_signs_present","clear_photo","not_coyote","season","year","site"
"909",2012-10-11,"R03-CPG1-FA12(18).JPG","","",NA,0,NA,"Fall",2012,"CPG"
"910",2012-10-11,"R03-CPG1-FA12(19).JPG","","",NA,1,NA,"Fall",2012,"CPG"
"911",2012-10-11,"R03-CPG1-FA12(20).JPG","","",NA,1,NA,"Fall",2012,"CPG"
"912",2012-10-11,"R03-CPG1-FA12(21).JPG","","",NA,0,NA,"Fall",2012,"CPG"
"913",2012-10-11,"R03-CPG1-FA12(22).JPG","","",NA,0,NA,"Fall",2012,"CPG"
"914",2012-10-11,"R03-CPG1-FA12(23).JPG","","",NA,1,NA,"Fall",2012,"CPG"
"915",2012-10-11,"R03-CPG1-FA12(24).JPG","","",NA,1,NA,"Fall",2012,"CPG"
"916",2012-10-11,"R03-CPG1-FA12(25).JPG","","",NA,1,NA,"Fall",2012,"CPG"
"917",2012-10-11,"R03-CPG1-FA12(26).JPG","","",NA,0,NA,"Fall",2012,"CPG"
"918",2012-10-10,"R03-CPG1-FA12(27).JPG","","",NA,0,NA,"Fall",2012,"CPG"
"919",2012-10-10,"R03-CPG1-FA12(28).JPG","","",NA,1,NA,"Fall",2012,"CPG"
"920",2012-10-10,"R03-CPG1-FA12(29).JPG","","",NA,0,NA,"Fall",2012,"CPG"
"921",2012-10-10,"R03-CPG1-FA12(30).JPG","","",NA,0,NA,"Fall",2012,"CPG"
"922",2012-10-13,"J01-SEP1-FA12(1).JPG","","",NA,0,NA,"Fall",2012,"SEP"
"923",2012-10-27,"J01-SEP1-FA12(2).JPG","","",NA,1,NA,"Fall",2012,"SEP"
"924",2012-10-27,"J01-SEP1-FA12(3).JPG","","",NA,0,NA,"Fall",2012,"SEP"
"925",2012-10-27,"J01-SEP1-FA12(4).JPG","","",NA,1,NA,"Fall",2012,"SEP"
"926",2012-10-27,"J01-SEP1-FA12(5).JPG","","",NA,1,NA,"Fall",2012,"SEP"
"927",2012-10-27,"J01-SEP1-FA12(6).JPG","","",NA,0,NA,"Fall",2012,"SEP"
"928",2012-10-27,"J01-SEP1-FA12(7).JPG","","",NA,0,NA,"Fall",2012,"SEP"
"929",2012-11-06,"J01-CLP1-FA12(1).JPG","","",NA,0,NA,"Fall",2012,"CLP"
"930",2012-11-01,"J01-CLP1-FA12(2).JPG","","",NA,1,NA,"Fall",2012,"CLP"
"931",2012-11-01,"J01-CLP1-FA12(3).JPG","","",NA,1,NA,"Fall",2012,"CLP"
"932",2012-11-01,"J01-CLP1-FA12(4).JPG","","",NA,1,NA,"Fall",2012,"CLP"
"933",2012-11-01,"J01-CLP1-FA12(5).JPG","","",NA,1,NA,"Fall",2012,"CLP"
"934",2012-11-01,"J01-CLP1-FA12(6).JPG","","",NA,1,NA,"Fall",2012,"CLP"
"935",2012-10-11,"S02-CPR1-FA12(1).JPG","","",NA,0,NA,"Fall",2012,"CPR"
"936",2012-10-13,"R09-BLW1-FA12(1).JPG","","",NA,0,NA,"Fall",2012,"BLW"
"937",2012-10-12,"R09-BLW1-FA12(2).JPG","","",NA,0,NA,"Fall",2012,"BLW"
"938",2012-10-11,"R09-BLW1-FA12(3).JPG","","",NA,0,NA,"Fall",2012,"BLW"
"939",2012-10-21,"D09-RYW1-FA12(1).JPG","","",NA,1,NA,"Fall",2012,"RYW"
"940",2012-10-24,"D09-RYW1-FA12(2).JPG","","",NA,1,NA,"Fall",2012,"RYW"
"941",2012-11-05,"D10-VHC1-FA12(1).JPG","","",NA,1,NA,"Fall",2012,"VHC"
"942",2012-10-15,"D10-VHC1-FA12(2).JPG","","",NA,1,NA,"Fall",2012,"VHC"
"943",2012-10-29,"D10-CAN1-FA12(1).JPG","","",NA,0,NA,"Fall",2012,"CAN"
"945",2012-10-21,"D09-RYW1-FA12(2).JPG","","",NA,1,NA,"Fall",2012,"RYW"
"946",2012-10-21,"D09-RYW1-FA12(3).JPG","","",NA,0,NA,"Fall",2012,"RYW"
"947",2012-10-21,"D09-RYW1-FA12(4).JPG","","",NA,1,NA,"Fall",2012,"RYW"
"948",2012-10-21,"D09-RYW1-FA12(5).JPG","","",NA,1,NA,"Fall",2012,"RYW"
"949",2012-10-21,"D09-RYW1-FA12(6).JPG","","",NA,1,NA,"Fall",2012,"RYW"
"950",2012-10-21,"D09-RYW1-FA12(7).JPG","","",NA,1,NA,"Fall",2012,"RYW"
"951",2012-10-20,"D09-RYW1-FA12(8).JPG","","",NA,1,NA,"Fall",2012,"RYW"
"952",2012-10-27,"D09-RYW1-FA12(9).JPG","","",NA,0,NA,"Fall",2012,"RYW"
"953",2012-10-27,"D09-RYW1-FA12(10).JPG","","",NA,0,NA,"Fall",2012,"RYW"
"954",2012-10-24,"D09-RYW1-FA12(11).JPG","","",NA,1,NA,"Fall",2012,"RYW"
"955",2012-10-24,"D09-RYW1-FA12(12).JPG","","",NA,1,NA,"Fall",2012,"RYW"
"956",2012-10-24,"D09-RYW1-FA12(13).JPG","","",NA,0,NA,"Fall",2012,"RYW"
"957",2012-10-24,"D09-RYW1-FA12(14).JPG","","",NA,1,NA,"Fall",2012,"RYW"
"958",2012-10-28,"D09-CLG1-FA12(1).JPG","","",NA,1,NA,"Fall",2012,"CLG"
"959",2012-10-27,"D09-CLG1-FA12(2).JPG","","",1,1,NA,"Fall",2012,"CLG"
"960",2012-10-25,"D09-CLG1-FA12(3).JPG","","",NA,0,NA,"Fall",2012,"CLG"
"961",2012-10-25,"D09-CLG1-FA12(4).JPG","","",NA,1,NA,"Fall",2012,"CLG"
"962",2012-10-24,"D09-CLG1-FA12(5).JPG","","",NA,0,NA,"Fall",2012,"CLG"
"963",2012-10-24,"D09-CLG1-FA12(6).JPG","","",NA,1,NA,"Fall",2012,"CLG"
"964",2012-10-23,"D09-CLG1-FA12(7).JPG","","",NA,0,NA,"Fall",2012,"CLG"
"965",2012-10-23,"D09-CLG1-FA12(8).JPG","","",NA,1,NA,"Fall",2012,"CLG"
"966",2012-10-20,"D09-CLG1-FA12(9).JPG","","",NA,0,NA,"Fall",2012,"CLG"
"967",2012-10-20,"D08-DAW2-FA12(1).JPG","","",NA,0,NA,"Fall",2012,"DAW"
"968",2012-10-17,"D08-DAW2-FA12(2).JPG","","",NA,0,NA,"Fall",2012,"DAW"
"969",2012-10-14,"D08-DAW2-FA12(3).JPG","","",NA,0,NA,"Fall",2012,"DAW"
"970",2012-10-29,"D08-DAW2-FA12(4).JPG","","",NA,0,NA,"Fall",2012,"DAW"
"971",2012-10-27,"D08-DAW2-FA12(5).JPG","","",NA,0,NA,"Fall",2012,"DAW"
"972",2012-10-26,"D08-DAW2-FA12(6).JPG","","",NA,0,NA,"Fall",2012,"DAW"
"973",2012-10-20,"D08-DAW1-FA12(1).JPG","","",NA,0,NA,"Fall",2012,"DAW"
"974",2012-10-25,"D08-CCC1-FA12(1).JPG","","",NA,1,NA,"Fall",2012,"CCC"
"975",2012-10-12,"D07-NOC1-FA12(1).JPG","","",NA,0,NA,"Fall",2012,"NOC"
"976",2012-10-12,"D07-NOC1-FA12(2).JPG","","",NA,0,NA,"Fall",2012,"NOC"
"977",2012-10-10,"D07-NOC1-FA12(3).JPG","","",NA,0,NA,"Fall",2012,"NOC"
"978",2012-10-10,"D07-NOC1-FA12(4).JPG","","",NA,1,NA,"Fall",2012,"NOC"
"979",2012-10-10,"D07-NOC1-FA12(5).JPG","","",NA,0,NA,"Fall",2012,"NOC"
"980",2012-10-10,"D07-NOC1-FA12(6).JPG","","",NA,1,NA,"Fall",2012,"NOC"
"981",2012-10-10,"D07-NOC1-FA12(7).JPG","","",NA,0,NA,"Fall",2012,"NOC"
"982",2012-10-10,"D07-NOC1-FA12(8).JPG","","",NA,1,NA,"Fall",2012,"NOC"
"983",2012-10-10,"D07-NOC1-FA12(9).JPG","","",NA,0,NA,"Fall",2012,"NOC"
"984",2012-10-10,"D07-NOC1-FA12(10).JPG","","",NA,1,NA,"Fall",2012,"NOC"
"985",2012-10-10,"D07-NOC1-FA12(11).JPG","","",NA,0,NA,"Fall",2012,"NOC"
"986",2012-10-10,"D07-NOC1-FA12(12).JPG","","",NA,0,NA,"Fall",2012,"NOC"
"987",2012-10-10,"D07-NOC1-FA12(13).JPG","","",NA,0,NA,"Fall",2012,"NOC"
"988",2012-10-10,"D07-NOC1-FA12(14).JPG","","",NA,1,NA,"Fall",2012,"NOC"
"989",2012-10-24,"D07-NOC1-FA12(15).JPG","","",NA,1,NA,"Fall",2012,"NOC"
"990",2012-10-24,"D07-NOC1-FA12(16).JPG","","",NA,0,NA,"Fall",2012,"NOC"
"991",2012-10-24,"D07-NOC1-FA12(17).JPG","","",NA,1,NA,"Fall",2012,"NOC"
"992",2012-10-24,"D07-NOC1-FA12(18).JPG","","",NA,1,NA,"Fall",2012,"NOC"
"993",2012-10-10,"D07-NOC1-FA12(19).JPG","","",NA,1,NA,"Fall",2012,"NOC"
"994",2012-10-17,"D07-NOC1-FA12(20).JPG","","",NA,0,NA,"Fall",2012,"NOC"
"995",2012-10-15,"D07-NOC1-FA12(21).JPG","","",NA,0,NA,"Fall",2012,"NOC"
"996",2012-10-15,"D07-NOC1-FA12(22).JPG","","",NA,1,NA,"Fall",2012,"NOC"
"997",2012-10-30,"D07-BEC1-FA12(1).JPG","","",NA,0,NA,"Fall",2012,"BEC"
"999",2012-10-15,"D07-BEC1-FA12(3).JPG","","",NA,0,NA,"Fall",2012,"BEC"
"1000",2012-11-04,"D07-BEC1-FA12(4).JPG","","",NA,0,NA,"Fall",2012,"BEC"
"1001",2012-11-01,"D06-KCG1-FA12(1).JPG","","",NA,0,NA,"Fall",2012,"KCG"
"1002",2012-10-14,"D05-PRC1-FA12(1).JPG","","",NA,0,NA,"Fall",2012,"PRC"
"1003",2012-10-25,"D05-PRC1-FA12(2).JPG","","",NA,1,NA,"Fall",2012,"PRC"
"1005",2012-10-21,"D04-DNP1-FA12(2).JPG","","",NA,0,NA,"Fall",2012,"DNP"
"1006",2012-10-21,"D04-DNP1-FA12(3).JPG","","",NA,0,NA,"Fall",2012,"DNP"
"1007",2012-10-18,"D04-DNP1-FA12(4).JPG","","",NA,0,NA,"Fall",2012,"DNP"
"1008",2012-10-11,"D04-DNP1-FA12(5).JPG","","",NA,0,NA,"Fall",2012,"DNP"
"1009",2012-10-11,"D04-DNP1-FA12(6).JPG","","",NA,0,NA,"Fall",2012,"DNP"
"1010",2012-10-16,"D04-DNP1-FA12(7).JPG","","",NA,1,NA,"Fall",2012,"DNP"
"1012",2012-10-10,"D04-DNP1-FA12(9).JPG","","",NA,0,NA,"Fall",2012,"DNP"
"1013",2012-10-26,"D02-RCP1-FA12(1).JPG","","",NA,1,NA,"Fall",2012,"RCP"
"1014",2013-11-02,"S10-LPP2-FA13(1).JPG","Coyote","1:01:33",NA,0,NA,"Fall",2013,"LPP"
"1015",2013-10-29,"S10-LPP2-FA13(2).JPG","Coyote","0:48:59",NA,0,NA,"Fall",2013,"LPP"
"1016",2013-10-29,"S10-LPP2-FA13(3).JPG","Coyote","0:48:31",NA,0,NA,"Fall",2013,"LPP"
"1017",2013-10-29,"S10-LPP2-FA13(4).JPG","Coyote","0:46:37",NA,1,NA,"Fall",2013,"LPP"
"1018",2013-10-28,"S10-LPP2-FA13(5).JPG","Coyote","5:00:32",NA,0,NA,"Fall",2013,"LPP"
"1019",2013-10-27,"S10-LPP2-FA13(6).JPG","Coyote","23:39:11",NA,0,NA,"Fall",2013,"LPP"
"1020",2013-10-20,"S10-LPP2-FA13(7).JPG","Coyote","0:44:05",NA,0,NA,"Fall",2013,"LPP"
"1021",2013-10-20,"S10-LPP2-FA13(8).JPG","Coyote","0:42:25",NA,0,NA,"Fall",2013,"LPP"
"1022",2013-10-18,"S10-LPP2-FA13(9).JPG","Coyote","1:19:38",NA,1,NA,"Fall",2013,"LPP"
"1023",2013-10-18,"S10-LPP2-FA13(10).JPG","Coyote","1:19:09",NA,1,NA,"Fall",2013,"LPP"
"1024",2013-10-18,"S10-LPP2-FA13(11).JPG","Coyote","1:18:34",NA,0,NA,"Fall",2013,"LPP"
"1025",2013-10-18,"S10-LPP2-FA13(12).JPG","Coyote","1:18:02",NA,0,NA,"Fall",2013,"LPP"
"1026",2013-10-28,"S10-ILC1-FA13(1).JPG","Coyote","22:34:05",NA,1,NA,"Fall",2013,"ILC"
"1027",2013-10-28,"S10-ILC1-FA13(2).JPG","Coyote","22:32:43",NA,1,NA,"Fall",2013,"ILC"
"1028",2013-10-30,"S09-KTP1-FA13(1).JPG","Coyote","2:37:39",NA,0,NA,"Fall",2013,"KTP"
"1029",2013-10-22,"S09-KTP1-FA13(2).JPG","Coyote","6:28:42",NA,1,NA,"Fall",2013,"KTP"
"1030",2013-10-21,"S09-KTP1-FA13(3).JPG","Coyote","5:26:57",NA,1,NA,"Fall",2013,"KTP"
"1031",2013-10-29,"S07-SAG1-FA13(1).JPG","Coyote","23:48:50",NA,0,NA,"Fall",2013,"SAG"
"1032",2013-10-29,"S07-SAG1-FA13(2).JPG","Coyote","23:40:28",NA,1,NA,"Fall",2013,"SAG"
"1033",2013-11-01,"S06-CBW1-FA13(1).JPG","Coyote","3:32:07",NA,1,NA,"Fall",2013,"CBW"
"1034",2013-10-26,"S06-CBW1-FA13(2).JPG","Coyote","9:11:19",NA,1,NA,"Fall",2013,"CBW"
"1035",2013-10-22,"S05-SFP2-FA13(1).JPG","Coyote","17:46:28",NA,1,NA,"Fall",2013,"SFP"
"1036",2013-10-22,"S05-SFP2-FA13(2).JPG","Coyote","17:44:58",NA,1,NA,"Fall",2013,"SFP"
"1037",2013-11-11,"S05-SFP2-FA13(3).JPG","Coyote","22:40:15",NA,0,NA,"Fall",2013,"SFP"
"1038",2013-10-28,"S05-SFP2-FA13(4).JPG","Coyote","6:17:13",NA,0,NA,"Fall",2013,"SFP"
"1039",2013-10-28,"S05-SFP2-FA13(5).JPG","Coyote","6:14:26",NA,0,NA,"Fall",2013,"SFP"
"1040",2013-10-24,"S05-SFP2-FA13(6).JPG","Coyote","18:22:45",NA,0,NA,"Fall",2013,"SFP"
"1041",2013-11-06,"S04-OTW1-FA13(1).JPG","Coyote","16:01:16",1,1,NA,"Fall",2013,"OTW"
"1042",2013-11-06,"S04-OTW1-FA13(2).JPG","Coyote","16:00:44",1,1,NA,"Fall",2013,"OTW"
"1043",2013-11-02,"S04-OTW1-FA13(3).JPG","Coyote","18:10:15",NA,0,NA,"Fall",2013,"OTW"
"1044",2013-10-23,"S04-OTW1-FA13(4).JPG","Coyote","19:45:21",NA,0,NA,"Fall",2013,"OTW"
"1045",2013-10-23,"S04-OTW1-FA13(5).JPG","Coyote","19:22:55",NA,0,NA,"Fall",2013,"OTW"
"1046",2013-10-29,"R10-WCP3-FA13(1).JPG","Coyote","22:11:17",NA,1,NA,"Fall",2013,"WCP"
"1047",2013-10-25,"R10-WCP3-FA13(2).JPG","Coyote","7:08:30",NA,0,NA,"Fall",2013,"WCP"
"1048",2013-10-20,"R10-WCP3-FA13(3).JPG","Coyote","18:24:07",NA,0,NA,"Fall",2013,"WCP"
"1049",2013-10-15,"R04-MMW2-FA13(1).JPG","Coyote","20:37:48",NA,0,NA,"Fall",2013,"MMW"
"1050",2013-10-27,"D10-VHC1-FA13(1).JPG","Coyote","5:43:25",NA,0,NA,"Fall",2013,"VHC"
"1051",2013-11-07,"D08-DAW3-FA13(1).JPG","Coyote","6:42:39",NA,1,NA,"Fall",2013,"DAW"
"1053",2013-11-07,"D08-DAW3-FA13(2).JPG","Coyote","4:23:07",NA,0,NA,"Fall",2013,"DAW"
"1054",2013-11-07,"D08-DAW3-FA13(2).JPG","Coyote","9:51:25",NA,0,NA,"Fall",2013,"DAW"
"1055",2013-11-02,"D08-DAW3-FA13(3).JPG","Coyote","1:37:36",NA,1,NA,"Fall",2013,"DAW"
"1056",2013-11-08,"D08-DAW3-FA13(4).JPG","Coyote","9:51:54",NA,0,NA,"Fall",2013,"DAW"
"1057",2013-11-08,"D08-DAW3-FA13(5).JPG","Coyote","9:51:25",NA,1,NA,"Fall",2013,"DAW"
"1058",2013-10-29,"D08-DAW2-FA13(1).JPG","Coyote","5:29:19",NA,0,NA,"Fall",2013,"DAW"
"1059",2013-10-17,"D07-NOC1-FA13(1).JPG","Coyote","2:24:58",NA,0,NA,"Fall",2013,"NOC"
"1060",2013-10-17,"D07-NOC1-FA13(2).JPG","Coyote","2:24:28",NA,1,NA,"Fall",2013,"NOC"
"1061",2013-10-17,"D07-NOC1-FA13(3).JPG","Coyote","2:23:29",NA,1,NA,"Fall",2013,"NOC"
"1062",2013-10-17,"D02-RCP1-FA13(1).JPG","Coyote","22:19:07",NA,0,NA,"Fall",2013,"RCP"
"1063",2013-10-17,"D02-RCP1-FA13(2).JPG","Coyote","22:07:35",NA,0,NA,"Fall",2013,"RCP"
"1064",2013-10-17,"D02-RCP1-FA13(3).JPG","Coyote","22:07:06",NA,1,NA,"Fall",2013,"RCP"
"1065",2013-10-17,"D02-RCP1-FA13(4).JPG","Coyote","21:34:11",NA,1,NA,"Fall",2013,"RCP"
"1066",2013-10-17,"D02-RCP1-FA13(5).JPG","Coyote","21:33:41",NA,1,NA,"Fall",2013,"RCP"
"1067",2013-10-30,"D02-RCP1-FA13(6).JPG","Coyote","5:06:19",NA,1,NA,"Fall",2013,"RCP"
"1068",2013-10-30,"D02-RCP1-FA13(7).JPG","Coyote","5:05:49",NA,0,NA,"Fall",2013,"RCP"
"1069",2013-10-28,"D02-RCP1-FA13(8).JPG","Coyote","3:46:17",NA,1,NA,"Fall",2013,"RCP"
"1070",2013-10-23,"D02-RCP1-FA13(9).JPG","Coyote","4:04:02",NA,1,NA,"Fall",2013,"RCP"
"1071",2013-10-22,"D02-MDU1-FA13(1).JPG","Coyote","18:27:21",NA,1,NA,"Fall",2013,"MDU"
"1072",2013-11-09,"D02-MDU1-FA13(2).JPG","Coyote","0:20:00",NA,1,NA,"Fall",2013,"MDU"
"1073",2013-11-01,"D02-MDU1-FA13(3).JPG","Coyote","23:27:38",NA,0,NA,"Fall",2013,"MDU"
"1074",2013-11-01,"D02-MDU1-FA13(4).JPG","Coyote","23:27:01",NA,0,NA,"Fall",2013,"MDU"
"1075",2013-11-01,"D02-MDU1-FA13(5).JPG","Coyote","23:26:11",NA,1,NA,"Fall",2013,"MDU"
"1078",2013-11-08,"D08-DAW3-FA13(2).JPG","Coyote","4:23:07",NA,0,NA,"Fall",2013,"DAW"
"1079",2013-11-08,"D08-DAW3-FA13(2).JPG","Coyote","9:51:25",NA,0,NA,"Fall",2013,"DAW"
"1080",2010-05-24,"S10-ILC1-SP10(1).JPG","","",NA,0,NA,"Spring",2010,"ILC"
"1081",2010-05-25,"S10-ILC1-SP10(2).JPG","","",NA,0,NA,"Spring",2010,"ILC"
"1082",2010-05-25,"S10-ILC1-SP10(3).JPG","","",NA,1,NA,"Spring",2010,"ILC"
"1083",2010-05-24,"S10-ILC1-SP10(4).JPG","","",NA,0,NA,"Spring",2010,"ILC"
"1084",2010-06-03,"S09-VTW1-SP10(1).JPG","","",NA,0,NA,"Spring",2010,"VTW"
"1085",2010-06-02,"S09-VTW1-SP10(2).JPG","","",NA,1,NA,"Spring",2010,"VTW"
"1086",2010-05-25,"S09-VTW1-SP10(3).JPG","","",NA,0,NA,"Spring",2010,"VTW"
"1087",2010-05-25,"S09-VTW1-SP10(4).JPG","","",NA,0,NA,"Spring",2010,"VTW"
"1088",2010-05-25,"S09-VTW1-SP10(5).JPG","","",NA,0,NA,"Spring",2010,"VTW"
"1089",2010-05-18,"S09-VTW1-SP10(6).JPG","","",NA,0,NA,"Spring",2010,"VTW"
"1094",2010-05-16,"S09-SMC1-SP10(5).JPG","","",NA,0,NA,"Spring",2010,"SMC"
"1095",2010-05-18,"S07-WGL1-SP10(1).JPG","","",1,1,NA,"Spring",2010,"WGL"
"1096",2010-06-02,"S07-WGL1-SP10(2).JPG","","",1,1,NA,"Spring",2010,"WGL"
"1097",2010-06-04,"S07-SAG1-SP10(1).JPG","","",NA,0,NA,"Spring",2010,"SAG"
"1098",2010-06-02,"S07-SAG1-SP10(2).JPG","","",NA,0,NA,"Spring",2010,"SAG"
"1099",2010-06-02,"S07-SAG1-SP10(3).JPG","","",NA,0,NA,"Spring",2010,"SAG"
"1100",2010-06-02,"S07-SAG1-SP10(4).JPG","","",NA,0,NA,"Spring",2010,"SAG"
"1101",2010-05-28,"S07-SAG1-SP10(5).JPG","","",NA,1,NA,"Spring",2010,"SAG"
"1102",2010-05-18,"S07-SAG1-SP10(6).JPG","","",NA,0,NA,"Spring",2010,"SAG"
"1103",2010-05-18,"S07-SAG1-SP10(7).JPG","","",NA,0,NA,"Spring",2010,"SAG"
"1104",2010-05-17,"S07-SAG1-SP10(8).JPG","","",NA,0,NA,"Spring",2010,"SAG"
"1105",2010-06-02,"S06-CBW1-SP10(1).JPG","","",NA,1,NA,"Spring",2010,"CBW"
"1106",2010-05-16,"R10-WCP1-SP10(1).JPG","","",NA,1,NA,"Spring",2010,"WCP"
"1107",2010-05-10,"R10-FRM1-SP10(1).JPG","","",NA,0,NA,"Spring",2010,"FRM"
"1108",2010-06-01,"R08-WBK1-SP10(1).JPG","","",NA,0,NA,"Spring",2010,"WBK"
"1109",2010-05-24,"R08-WBK1-SP10(2).JPG","","",NA,0,NA,"Spring",2010,"WBK"
"1110",2010-05-23,"R08-WBK1-SP10(3).JPG","","",NA,0,NA,"Spring",2010,"WBK"
"1111",2010-05-22,"R06-SLT2-SP10(1).JPG","","",NA,0,NA,"Spring",2010,"SLT"
"1112",2010-05-11,"R04-MMW1-SP10(1).JPG","","",NA,0,NA,"Spring",2010,"MMW"
"1113",2010-05-11,"R04-MMW1-SP10(2).JPG","","",NA,1,NA,"Spring",2010,"MMW"
"1114",2010-05-22,"R04-MMW1-SP10(3).JPG","","",NA,0,NA,"Spring",2010,"MMW"
"1115",2010-05-18,"R04-MMW1-SP10(4).JPG","","",NA,1,NA,"Spring",2010,"MMW"
"1116",2010-05-14,"R04-MMW1-SP10(5).JPG","","",NA,1,NA,"Spring",2010,"MMW"
"1117",2010-05-27,"D08-DAW2-SP10(1).JPG","","",NA,1,NA,"Spring",2010,"DAW"
"1118",2010-05-20,"D08-DAW2-SP10(2).JPG","","",NA,0,NA,"Spring",2010,"DAW"
"1119",2010-05-20,"D08-DAW2-SP10(3).JPG","","",NA,0,NA,"Spring",2010,"DAW"
"1120",2010-05-20,"D08-DAW2-SP10(4).JPG","","",NA,0,NA,"Spring",2010,"DAW"
"1121",2010-05-19,"D08-DAW1-SP10(1).JPG","","",NA,1,NA,"Spring",2010,"DAW"
"1122",2010-05-13,"D08-DAW1-SP10(2).JPG","","",NA,0,NA,"Spring",2010,"DAW"
"1123",2010-06-01,"D08-DAW1-SP10(3).JPG","","",NA,0,NA,"Spring",2010,"DAW"
"1124",2010-05-09,"D07-NOC1-SP10(1).JPG","","",NA,0,NA,"Spring",2010,"NOC"
"1125",2010-05-08,"D07-NOC1-SP10(2).JPG","","",NA,0,NA,"Spring",2010,"NOC"
"1126",2010-06-07,"D07-NOC1-SP10(3).JPG","","",NA,0,NA,"Spring",2010,"NOC"
"1127",2010-06-01,"D07-NOC1-SP10(4).JPG","","",NA,0,NA,"Spring",2010,"NOC"
"1128",2010-05-27,"D07-NOC1-SP10(5).JPG","","",NA,0,NA,"Spring",2010,"NOC"
"1129",2010-05-18,"D07-NOC1-SP10(6).JPG","","",NA,0,NA,"Spring",2010,"NOC"
"1130",2010-05-06,"D07-NOC1-SP10(7).JPG","","",NA,1,NA,"Spring",2010,"NOC"
"1131",2010-05-15,"D07-NOC1-SP10(8).JPG","","",NA,0,NA,"Spring",2010,"NOC"
"1132",2010-05-11,"D07-NOC1-SP10(9).JPG","","",NA,0,NA,"Spring",2010,"NOC"
"1133",2010-05-19,"D07-BEC1-SP10(1).JPG","","",1,1,NA,"Spring",2010,"BEC"
"1134",2010-05-19,"D07-BEC1-SP10(2).JPG","","",NA,0,NA,"Spring",2010,"BEC"
"1135",2011-05-08,"S09-VTW1-SP11(1).JPG","","",NA,0,NA,"Spring",2011,"VTW"
"1136",2011-05-08,"S09-VTW1-SP11(2).JPG","","",NA,0,NA,"Spring",2011,"VTW"
"1137",2011-05-08,"S09-VTW1-SP11(3).JPG","","",NA,0,NA,"Spring",2011,"VTW"
"1138",2011-04-23,"S08-WGL1-SP11(1).JPG","","",NA,1,NA,"Spring",2011,"WGL"
"1139",2011-04-20,"S08-WGL1-SP11(2).JPG","","",NA,1,NA,"Spring",2011,"WGL"
"1140",2011-04-20,"S08-WGL1-SP11(3).JPG","","",NA,0,NA,"Spring",2011,"WGL"
"1141",2011-04-20,"S08-WGL1-SP11(4).JPG","","",NA,1,NA,"Spring",2011,"WGL"
"1142",2011-04-19,"S07-WGL2-SP11(1).JPG","","",NA,0,NA,"Spring",2011,"WGL"
"1143",2011-05-04,"S07-WGL2-SP11(2).JPG","","",NA,1,NA,"Spring",2011,"WGL"
"1144",2011-04-19,"S07-WGL2-SP11(3).JPG","","",NA,1,NA,"Spring",2011,"WGL"
"1145",2011-05-16,"S07-SAG1-SP11(1).JPG","","",NA,1,NA,"Spring",2011,"SAG"
"1146",2011-05-07,"S07-SAG1-SP11(2).JPG","","",NA,1,NA,"Spring",2011,"SAG"
"1147",2011-04-19,"S07-SAG1-SP11(3).JPG","","",NA,0,NA,"Spring",2011,"SAG"
"1148",2011-05-16,"S05-SFP1-SP11(1).JPG","","",NA,0,NA,"Spring",2011,"SFP"
"1149",2011-05-15,"S05-SFP1-SP11(2).JPG","","",1,1,NA,"Spring",2011,"SFP"
"1150",2011-05-15,"S05-SFP1-SP11(3).JPG","","",NA,0,NA,"Spring",2011,"SFP"
"1151",2011-05-15,"S05-SFP1-SP11(4).JPG","","",1,1,NA,"Spring",2011,"SFP"
"1152",2011-05-15,"S05-SFP1-SP11(5).JPG","","",1,1,NA,"Spring",2011,"SFP"
"1153",2011-04-22,"S05-SFP1-SP11(6).JPG","","",NA,1,NA,"Spring",2011,"SFP"
"1154",2011-04-19,"S05-LNC1-SP11(1).JPG","","",NA,0,NA,"Spring",2011,"LNC"
"1155",2011-05-12,"S04-OTW1-SP11(1).JPG","","",NA,0,NA,"Spring",2011,"OTW"
"1156",2011-05-10,"S04-OTW1-SP11(2).JPG","","",NA,0,NA,"Spring",2011,"OTW"
"1157",2011-05-10,"S04-OTW1-SP11(3).JPG","","",NA,1,NA,"Spring",2011,"OTW"
"1158",2011-05-05,"S04-OTW1-SP11(4).JPG","","",NA,1,NA,"Spring",2011,"OTW"
"1159",2011-05-05,"S04-OTW1-SP11(5).JPG","","",NA,1,NA,"Spring",2011,"OTW"
"1160",2011-05-05,"S03-LCP1-SP11(1).JPG","","",NA,1,NA,"Spring",2011,"LCP"
"1161",2011-04-26,"S02-CPR1-SP11(1).JPG","","",1,1,NA,"Spring",2011,"CPR"
"1162",2011-04-26,"S02-CPR1-SP11(2).JPG","","",1,1,NA,"Spring",2011,"CPR"
"1163",2011-05-14,"R10-WDW1-SP11(1).JPG","","",NA,0,NA,"Spring",2011,"WDW"
"1164",2011-05-05,"R10-WDW1-SP11(2).JPG","","",NA,0,NA,"Spring",2011,"WDW"
"1165",2011-04-24,"R10-WDW1-SP11(3).JPG","","",NA,0,NA,"Spring",2011,"WDW"
"1166",2011-04-24,"R10-WDW1-SP11(4).JPG","","",NA,1,NA,"Spring",2011,"WDW"
"1167",2011-04-24,"R10-WDW1-SP11(5).JPG","","",NA,1,NA,"Spring",2011,"WDW"
"1168",2011-05-06,"R10-FRM2-SP11(1).JPG","","",NA,0,NA,"Spring",2011,"FRM"
