"","date","new_file_name","time","state","clear_photo","not_coyote","in_color","notes","season","year","site","SurveyID"
"796",2012-11-07,"R08-WBK1-FA12(5).JPG","",0,1,NA,NA,"","Fall",2012,"R08-WBK1","R08-WBK1-FA12"
"798",2012-11-03,"R08-WBK1-FA12(7).JPG","",0,0,NA,NA,"","Fall",2012,"R08-WBK1","R08-WBK1-FA12"
"800",2012-11-01,"R08-WBK1-FA12(9).JPG","",0,0,NA,1,"","Fall",2012,"R08-WBK1","R08-WBK1-FA12"
"801",2012-10-30,"R08-WBK1-FA12(10).JPG","",1,1,NA,NA,"Rat tail","Fall",2012,"R08-WBK1","R08-WBK1-FA12"
"806",2012-11-04,"R08-VLG1-FA12(1).JPG","",0,1,NA,1,"","Fall",2012,"R08-VLG1","R08-VLG1-FA12"
"807",2012-10-20,"R08-PAP1-FA12(1).JPG","",0,0,NA,NA,"","Fall",2012,"R08-PAP1","R08-PAP1-FA12"
"808",2012-10-30,"R07-YHR1-FA12(1).JPG","",0,1,NA,NA,"","Fall",2012,"R07-YHR1","R07-YHR1-FA12"
"809",2012-10-24,"R07-YHR1-FA12(2).JPG","",0,1,NA,1,"","Fall",2012,"R07-YHR1","R07-YHR1-FA12"
"810",2012-10-23,"R07-YHR1-FA12(3).JPG","",0,1,NA,NA,"","Fall",2012,"R07-YHR1","R07-YHR1-FA12"
"813",2012-10-22,"R07-YHR1-FA12(6).JPG","",0,1,NA,NA,"","Fall",2012,"R07-YHR1","R07-YHR1-FA12"
"815",2012-10-19,"R07-MMP1-FA12(1).JPG","",0,0,NA,NA,"","Fall",2012,"R07-MMP1","R07-MMP1-FA12"
"816",2012-10-27,"R07-GOF1-FA12(1).JPG","",0,0,NA,NA,"","Fall",2012,"R07-GOF1","R07-GOF1-FA12"
"819",2012-10-23,"R07-GOF1-FA12(4).JPG","",0,1,NA,1,"","Fall",2012,"R07-GOF1","R07-GOF1-FA12"
"821",2012-10-20,"R07-GOF1-FA12(6).JPG","",0,0,NA,NA,"","Fall",2012,"R07-GOF1","R07-GOF1-FA12"
"822",2012-10-17,"R07-GOF1-FA12(7).JPG","",0,0,NA,NA,"","Fall",2012,"R07-GOF1","R07-GOF1-FA12"
"825",2012-10-16,"R07-GOF1-FA12(10).JPG","",0,0,NA,NA,"","Fall",2012,"R07-GOF1","R07-GOF1-FA12"
"828",2012-10-15,"R07-GOF1-FA12(13).JPG","",0,0,NA,NA,"","Fall",2012,"R07-GOF1","R07-GOF1-FA12"
"829",2012-11-03,"R07-GOF1-FA12(14).JPG","",0,0,NA,NA,"","Fall",2012,"R07-GOF1","R07-GOF1-FA12"
"833",2012-11-02,"R07-GOF1-FA12(18).JPG","",0,1,NA,NA,"","Fall",2012,"R07-GOF1","R07-GOF1-FA12"
"834",2012-11-01,"R07-GOF1-FA12(19).JPG","",0,0,NA,NA,"","Fall",2012,"R07-GOF1","R07-GOF1-FA12"
"835",2012-10-31,"R07-GOF1-FA12(20).JPG","",0,0,NA,NA,"","Fall",2012,"R07-GOF1","R07-GOF1-FA12"
"838",2012-10-12,"R07-GOF1-FA12(23).JPG","",0,0,NA,NA,"","Fall",2012,"R07-GOF1","R07-GOF1-FA12"
"839",2012-10-29,"R07-GOF1-FA12(24).JPG","",0,0,NA,NA,"","Fall",2012,"R07-GOF1","R07-GOF1-FA12"
"842",2012-10-28,"R07-GOF1-FA12(27).JPG","",0,1,NA,NA,"","Fall",2012,"R07-GOF1","R07-GOF1-FA12"
"851",2012-10-24,"R07-FSP1-FA12(1).JPG","",0,0,NA,NA,"","Fall",2012,"R07-FSP1","R07-FSP1-FA12"
"852",2012-10-30,"R07-FSP1-FA12(2).JPG","",0,0,NA,NA,"","Fall",2012,"R07-FSP1","R07-FSP1-FA12"
"854",2012-10-28,"R07-FSP1-FA12(4).JPG","",0,0,NA,NA,"","Fall",2012,"R07-FSP1","R07-FSP1-FA12"
"858",2012-10-12,"R06-SLT2-FA12(1).JPG","",0,0,NA,1,"","Fall",2012,"R06-SLT2","R06-SLT2-FA12"
"870",2012-10-11,"R06-SLT2-FA12(13).JPG","",0,0,NA,NA,"","Fall",2012,"R06-SLT2","R06-SLT2-FA12"
"871",2012-11-02,"R06-SLT2-FA12(14).JPG","",0,0,NA,NA,"","Fall",2012,"R06-SLT2","R06-SLT2-FA12"
"872",2012-10-22,"R06-SLT2-FA12(15).JPG","",0,1,NA,1,"Lesions on legs","Fall",2012,"R06-SLT2","R06-SLT2-FA12"
"873",2012-10-16,"R06-SLT2-FA12(16).JPG","",0,1,NA,NA,"","Fall",2012,"R06-SLT2","R06-SLT2-FA12"
"874",2012-10-25,"R05-MTC1-FA12(1).JPG","",0,0,NA,NA,"","Fall",2012,"R05-MTC1","R05-MTC1-FA12"
"875",2012-11-03,"R05-MTC1-FA12(2).JPG","",0,1,NA,1,"","Fall",2012,"R05-MTC1","R05-MTC1-FA12"
"877",2012-11-02,"R05-MTC1-FA12(4).JPG","",0,0,NA,NA,"","Fall",2012,"R05-MTC1","R05-MTC1-FA12"
"880",2012-11-05,"R05-GOC1-FA12(1).JPG","",0,0,NA,NA,"","Fall",2012,"R05-GOC1","R05-GOC1-FA12"
"882",2012-10-19,"R04-SCH1-FA12(2).JPG","",0,0,NA,NA,"","Fall",2012,"R04-SCH1","R04-SCH1-FA12"
"883",2012-10-16,"R04-SCH1-FA12(3).JPG","",0,0,NA,NA,"","Fall",2012,"R04-SCH1","R04-SCH1-FA12"
"890",2012-10-13,"R03-EUC1-FA12(1).JPG","",0,0,NA,NA,"","Fall",2012,"R03-EUC1","R03-EUC1-FA12"
"892",2012-10-26,"R03-CPG1-FA12(1).JPG","",0,0,NA,NA,"","Fall",2012,"R03-CPG1","R03-CPG1-FA12"
"894",2012-10-24,"R03-CPG1-FA12(3).JPG","",0,0,NA,NA,"","Fall",2012,"R03-CPG1","R03-CPG1-FA12"
"898",2012-10-23,"R03-CPG1-FA12(7).JPG","",0,0,NA,NA,"","Fall",2012,"R03-CPG1","R03-CPG1-FA12"
"903",2012-10-22,"R03-CPG1-FA12(12).JPG","",0,0,NA,NA,"","Fall",2012,"R03-CPG1","R03-CPG1-FA12"
"904",2012-10-17,"R03-CPG1-FA12(13).JPG","",0,0,NA,NA,"","Fall",2012,"R03-CPG1","R03-CPG1-FA12"
"905",2012-10-16,"R03-CPG1-FA12(14).JPG","",0,0,NA,NA,"","Fall",2012,"R03-CPG1","R03-CPG1-FA12"
"906",2012-10-14,"R03-CPG1-FA12(15).JPG","",0,1,NA,NA,"","Fall",2012,"R03-CPG1","R03-CPG1-FA12"
"907",2012-10-13,"R03-CPG1-FA12(16).JPG","",0,1,NA,NA,"","Fall",2012,"R03-CPG1","R03-CPG1-FA12"
"908",2012-10-12,"R03-CPG1-FA12(17).JPG","",0,0,NA,NA,"","Fall",2012,"R03-CPG1","R03-CPG1-FA12"
"909",2012-10-11,"R03-CPG1-FA12(18).JPG","",0,0,NA,NA,"","Fall",2012,"R03-CPG1","R03-CPG1-FA12"
"918",2012-10-10,"R03-CPG1-FA12(27).JPG","",0,0,NA,NA,"","Fall",2012,"R03-CPG1","R03-CPG1-FA12"
"922",2012-10-13,"J01-SEP1-FA12(1).JPG","",0,0,NA,NA,"","Fall",2012,"J01-SEP1","J01-SEP1-FA12"
"923",2012-10-27,"J01-SEP1-FA12(2).JPG","",0,1,NA,NA,"","Fall",2012,"J01-SEP1","J01-SEP1-FA12"
"929",2012-11-06,"J01-CLP1-FA12(1).JPG","",0,0,NA,NA,"","Fall",2012,"J01-CLP1","J01-CLP1-FA12"
"930",2012-11-01,"J01-CLP1-FA12(2).JPG","",0,1,NA,NA,"","Fall",2012,"J01-CLP1","J01-CLP1-FA12"
"939",2012-10-21,"D09-RYW1-FA12(1).JPG","",0,1,NA,1,"","Fall",2012,"D09-RYW1","D09-RYW1-FA12"
"940",2012-10-24,"D09-RYW1-FA12(2).JPG","",0,1,NA,1,"","Fall",2012,"D09-RYW1","D09-RYW1-FA12"
"941",2012-11-05,"D10-VHC1-FA12(1).JPG","",0,1,NA,1,"Ear tagged","Fall",2012,"D10-VHC1","D10-VHC1-FA12"
"942",2012-10-15,"D10-VHC1-FA12(2).JPG","",0,1,NA,NA,"","Fall",2012,"D10-VHC1","D10-VHC1-FA12"
"943",2012-10-29,"D10-CAN1-FA12(1).JPG","",0,0,NA,NA,"","Fall",2012,"D10-CAN0","D10-CAN0-FA12"
"951",2012-10-20,"D09-RYW1-FA12(8).JPG","",0,1,NA,1,"","Fall",2012,"D09-RYW1","D09-RYW1-FA12"
"952",2012-10-27,"D09-RYW1-FA12(9).JPG","",0,0,NA,NA,"","Fall",2012,"D09-RYW1","D09-RYW1-FA12"
"958",2012-10-28,"D09-CLG1-FA12(1).JPG","",0,1,NA,NA,"Lesions on hind legs? Legs are spotty but so is rest of coat","Fall",2012,"D09-CLG0","D09-CLG0-FA12"
"959",2012-10-27,"D09-CLG1-FA12(2).JPG","",1,1,NA,1,"Hair loss at base of tail","Fall",2012,"D09-CLG0","D09-CLG0-FA12"
"960",2012-10-25,"D09-CLG1-FA12(3).JPG","",0,0,NA,NA,"","Fall",2012,"D09-CLG0","D09-CLG0-FA12"
"962",2012-10-24,"D09-CLG1-FA12(5).JPG","",0,0,NA,1,"","Fall",2012,"D09-CLG0","D09-CLG0-FA12"
"964",2012-10-23,"D09-CLG1-FA12(7).JPG","",0,0,NA,NA,"","Fall",2012,"D09-CLG0","D09-CLG0-FA12"
"966",2012-10-20,"D09-CLG1-FA12(9).JPG","",0,0,NA,NA,"","Fall",2012,"D09-CLG0","D09-CLG0-FA12"
"967",2012-10-20,"D08-DAW2-FA12(1).JPG","",0,0,NA,NA,"","Fall",2012,"D08-DAW2","D08-DAW2-FA12"
"968",2012-10-17,"D08-DAW2-FA12(2).JPG","",0,0,NA,NA,"","Fall",2012,"D08-DAW2","D08-DAW2-FA12"
"969",2012-10-14,"D08-DAW2-FA12(3).JPG","",0,0,NA,NA,"","Fall",2012,"D08-DAW2","D08-DAW2-FA12"
"970",2012-10-29,"D08-DAW2-FA12(4).JPG","",0,0,NA,NA,"","Fall",2012,"D08-DAW2","D08-DAW2-FA12"
"971",2012-10-27,"D08-DAW2-FA12(5).JPG","",0,0,NA,NA,"","Fall",2012,"D08-DAW2","D08-DAW2-FA12"
"972",2012-10-26,"D08-DAW2-FA12(6).JPG","",0,0,NA,NA,"","Fall",2012,"D08-DAW2","D08-DAW2-FA12"
"973",2012-10-20,"D08-DAW1-FA12(1).JPG","",0,0,NA,NA,"","Fall",2012,"D08-DAW0","D08-DAW0-FA12"
"974",2012-10-25,"D08-CCC1-FA12(1).JPG","",0,1,NA,NA,"","Fall",2012,"D08-CCC1","D08-CCC1-FA12"
"975",2012-10-12,"D07-NOC1-FA12(1).JPG","",0,0,NA,NA,"","Fall",2012,"D07-NOC1","D07-NOC1-FA12"
"977",2012-10-10,"D07-NOC1-FA12(3).JPG","",0,0,NA,NA,"","Fall",2012,"D07-NOC1","D07-NOC1-FA12"
"989",2012-10-24,"D07-NOC1-FA12(15).JPG","",0,1,NA,NA,"","Fall",2012,"D07-NOC1","D07-NOC1-FA12"
"994",2012-10-17,"D07-NOC1-FA12(20).JPG","",0,0,NA,NA,"","Fall",2012,"D07-NOC1","D07-NOC1-FA12"
"995",2012-10-15,"D07-NOC1-FA12(21).JPG","",0,0,NA,NA,"","Fall",2012,"D07-NOC1","D07-NOC1-FA12"
"997",2012-10-30,"D07-BEC1-FA12(1).JPG","",0,0,NA,NA,"","Fall",2012,"D07-BEC0","D07-BEC0-FA12"
"999",2012-10-15,"D07-BEC1-FA12(3).JPG","",0,0,NA,NA,"","Fall",2012,"D07-BEC0","D07-BEC0-FA12"
"1000",2012-11-04,"D07-BEC1-FA12(4).JPG","",0,0,NA,NA,"","Fall",2012,"D07-BEC0","D07-BEC0-FA12"
"1001",2012-11-01,"D06-KCG1-FA12(1).JPG","",0,0,NA,NA,"","Fall",2012,"D06-KCG1","D06-KCG1-FA12"
"1002",2012-10-14,"D05-PRC1-FA12(1).JPG","",0,0,NA,NA,"","Fall",2012,"D05-PRC1","D05-PRC1-FA12"
"1003",2012-10-25,"D05-PRC1-FA12(2).JPG","",0,1,NA,NA,"","Fall",2012,"D05-PRC1","D05-PRC1-FA12"
"1005",2012-10-21,"D04-DNP1-FA12(2).JPG","",0,0,NA,NA,"","Fall",2012,"D04-DNP1","D04-DNP1-FA12"
"1007",2012-10-18,"D04-DNP1-FA12(4).JPG","",0,0,NA,NA,"","Fall",2012,"D04-DNP1","D04-DNP1-FA12"
"1008",2012-10-11,"D04-DNP1-FA12(5).JPG","",0,0,NA,NA,"","Fall",2012,"D04-DNP1","D04-DNP1-FA12"
"1010",2012-10-16,"D04-DNP1-FA12(7).JPG","",0,1,NA,NA,"","Fall",2012,"D04-DNP1","D04-DNP1-FA12"
"1012",2012-10-10,"D04-DNP1-FA12(9).JPG","",0,0,NA,NA,"","Fall",2012,"D04-DNP1","D04-DNP1-FA12"
"1013",2012-10-26,"D02-RCP1-FA12(1).JPG","",0,1,NA,NA,"","Fall",2012,"D02-RCP1","D02-RCP1-FA12"
"1014",2013-11-02,"S10-LPP2-FA13(1).JPG","1:01:33",0,0,NA,NA,"","Fall",2013,"S10-LPP0","S10-LPP0-FA13"
"1015",2013-10-29,"S10-LPP2-FA13(2).JPG","0:48:59",0,0,NA,NA,"","Fall",2013,"S10-LPP0","S10-LPP0-FA13"
"1016",2013-10-29,"S10-LPP2-FA13(3).JPG","0:48:31",0,0,NA,NA,"","Fall",2013,"S10-LPP0","S10-LPP0-FA13"
"1017",2013-10-29,"S10-LPP2-FA13(4).JPG","0:46:37",0,1,NA,NA,"","Fall",2013,"S10-LPP0","S10-LPP0-FA13"
"1018",2013-10-28,"S10-LPP2-FA13(5).JPG","5:00:32",0,0,NA,NA,"","Fall",2013,"S10-LPP0","S10-LPP0-FA13"
"1019",2013-10-27,"S10-LPP2-FA13(6).JPG","23:39:11",0,0,NA,NA,"","Fall",2013,"S10-LPP0","S10-LPP0-FA13"
"1020",2013-10-20,"S10-LPP2-FA13(7).JPG","0:44:05",0,0,NA,NA,"","Fall",2013,"S10-LPP0","S10-LPP0-FA13"
"1021",2013-10-20,"S10-LPP2-FA13(8).JPG","0:42:25",0,0,NA,NA,"","Fall",2013,"S10-LPP0","S10-LPP0-FA13"
"1022",2013-10-18,"S10-LPP2-FA13(9).JPG","1:19:38",0,1,NA,NA,"","Fall",2013,"S10-LPP0","S10-LPP0-FA13"
"1023",2013-10-18,"S10-LPP2-FA13(10).JPG","1:19:09",0,1,NA,NA,"","Fall",2013,"S10-LPP0","S10-LPP0-FA13"
"1024",2013-10-18,"S10-LPP2-FA13(11).JPG","1:18:34",0,0,NA,NA,"","Fall",2013,"S10-LPP0","S10-LPP0-FA13"
"1025",2013-10-18,"S10-LPP2-FA13(12).JPG","1:18:02",0,0,NA,NA,"","Fall",2013,"S10-LPP0","S10-LPP0-FA13"
"1026",2013-10-28,"S10-ILC1-FA13(1).JPG","22:34:05",0,1,NA,NA,"","Fall",2013,"S10-ILC1","S10-ILC1-FA13"
"1027",2013-10-28,"S10-ILC1-FA13(2).JPG","22:32:43",0,1,NA,NA,"","Fall",2013,"S10-ILC1","S10-ILC1-FA13"
"1028",2013-10-30,"S09-KTP1-FA13(1).JPG","2:37:39",0,0,NA,NA,"","Fall",2013,"S09-KTP1","S09-KTP1-FA13"
"1029",2013-10-22,"S09-KTP1-FA13(2).JPG","6:28:42",0,1,NA,NA,"","Fall",2013,"S09-KTP1","S09-KTP1-FA13"
"1030",2013-10-21,"S09-KTP1-FA13(3).JPG","5:26:57",0,1,NA,NA,"","Fall",2013,"S09-KTP1","S09-KTP1-FA13"
"1031",2013-10-29,"S07-SAG1-FA13(1).JPG","23:48:50",0,0,NA,NA,"","Fall",2013,"S07-SAG1","S07-SAG1-FA13"
"1032",2013-10-29,"S07-SAG1-FA13(2).JPG","23:40:28",0,1,NA,NA,"","Fall",2013,"S07-SAG1","S07-SAG1-FA13"
"1033",2013-11-01,"S06-CBW1-FA13(1).JPG","3:32:07",0,1,NA,NA,"","Fall",2013,"S06-CBW1","S06-CBW1-FA13"
"1034",2013-10-26,"S06-CBW1-FA13(2).JPG","9:11:19",0,1,NA,1,"","Fall",2013,"S06-CBW1","S06-CBW1-FA13"
"1035",2013-10-22,"S05-SFP2-FA13(1).JPG","17:46:28",0,1,NA,NA,"","Fall",2013,"S05-SFP0","S05-SFP0-FA13"
"1036",2013-10-22,"S05-SFP2-FA13(2).JPG","17:44:58",0,1,NA,NA,"","Fall",2013,"S05-SFP0","S05-SFP0-FA13"
"1037",2013-11-11,"S05-SFP2-FA13(3).JPG","22:40:15",0,0,NA,NA,"","Fall",2013,"S05-SFP0","S05-SFP0-FA13"
"1038",2013-10-28,"S05-SFP2-FA13(4).JPG","6:17:13",0,0,NA,NA,"","Fall",2013,"S05-SFP0","S05-SFP0-FA13"
"1039",2013-10-28,"S05-SFP2-FA13(5).JPG","6:14:26",0,0,NA,NA,"","Fall",2013,"S05-SFP0","S05-SFP0-FA13"
"1040",2013-10-24,"S05-SFP2-FA13(6).JPG","18:22:45",0,0,NA,NA,"","Fall",2013,"S05-SFP0","S05-SFP0-FA13"
"1041",2013-11-06,"S04-OTW1-FA13(1).JPG","16:01:16",1,1,NA,1,"Hair loss on tail tapering to bald on tip","Fall",2013,"S04-OTW1","S04-OTW1-FA13"
"1042",2013-11-06,"S04-OTW1-FA13(2).JPG","16:00:44",1,1,NA,1,"Hair loss on tail tapering to bald on tip","Fall",2013,"S04-OTW1","S04-OTW1-FA13"
"1043",2013-11-02,"S04-OTW1-FA13(3).JPG","18:10:15",0,0,NA,NA,"","Fall",2013,"S04-OTW1","S04-OTW1-FA13"
"1044",2013-10-23,"S04-OTW1-FA13(4).JPG","19:45:21",0,0,NA,NA,"","Fall",2013,"S04-OTW1","S04-OTW1-FA13"
"1045",2013-10-23,"S04-OTW1-FA13(5).JPG","19:22:55",0,0,NA,NA,"","Fall",2013,"S04-OTW1","S04-OTW1-FA13"
"1046",2013-10-29,"R10-WCP3-FA13(1).JPG","22:11:17",0,1,NA,NA,"","Fall",2013,"R10-WCP0","R10-WCP0-FA13"
"1047",2013-10-25,"R10-WCP3-FA13(2).JPG","7:08:30",0,0,NA,NA,"","Fall",2013,"R10-WCP0","R10-WCP0-FA13"
"1048",2013-10-20,"R10-WCP3-FA13(3).JPG","18:24:07",0,0,NA,NA,"","Fall",2013,"R10-WCP0","R10-WCP0-FA13"
"1049",2013-10-15,"R04-MMW2-FA13(1).JPG","20:37:48",0,0,NA,NA,"","Fall",2013,"R04-MMW0","R04-MMW0-FA13"
"1050",2013-10-27,"D10-VHC1-FA13(1).JPG","5:43:25",0,0,NA,NA,"","Fall",2013,"D10-VHC1","D10-VHC1-FA13"
"1051",2013-11-07,"D08-DAW3-FA13(1).JPG","6:42:39",0,1,NA,NA,"Same file name only one image","Fall",2013,"D08-DAW0","D08-DAW0-FA13"
"1053",2013-11-07,"D08-DAW3-FA13(2).JPG","4:23:07",0,0,NA,NA,"Same file name only one image","Fall",2013,"D08-DAW0","D08-DAW0-FA13"
"1054",2013-11-07,"D08-DAW3-FA13(2).JPG","9:51:25",0,0,NA,NA,"Same file name only one image","Fall",2013,"D08-DAW0","D08-DAW0-FA13"
"1055",2013-11-02,"D08-DAW3-FA13(3).JPG","1:37:36",0,1,NA,NA,"","Fall",2013,"D08-DAW0","D08-DAW0-FA13"
"1056",2013-11-08,"D08-DAW3-FA13(4).JPG","9:51:54",0,0,NA,1,"","Fall",2013,"D08-DAW0","D08-DAW0-FA13"
"1057",2013-11-08,"D08-DAW3-FA13(5).JPG","9:51:25",0,1,NA,1,"","Fall",2013,"D08-DAW0","D08-DAW0-FA13"
"1058",2013-10-29,"D08-DAW2-FA13(1).JPG","5:29:19",0,0,NA,NA,"","Fall",2013,"D08-DAW2","D08-DAW2-FA13"
"1059",2013-10-17,"D07-NOC1-FA13(1).JPG","2:24:58",0,0,NA,NA,"","Fall",2013,"D07-NOC1","D07-NOC1-FA13"
"1060",2013-10-17,"D07-NOC1-FA13(2).JPG","2:24:28",0,1,NA,NA,"","Fall",2013,"D07-NOC1","D07-NOC1-FA13"
"1061",2013-10-17,"D07-NOC1-FA13(3).JPG","2:23:29",0,1,NA,NA,"","Fall",2013,"D07-NOC1","D07-NOC1-FA13"
"1062",2013-10-17,"D02-RCP1-FA13(1).JPG","22:19:07",0,0,NA,NA,"","Fall",2013,"D02-RCP1","D02-RCP1-FA13"
"1063",2013-10-17,"D02-RCP1-FA13(2).JPG","22:07:35",0,0,NA,NA,"","Fall",2013,"D02-RCP1","D02-RCP1-FA13"
"1064",2013-10-17,"D02-RCP1-FA13(3).JPG","22:07:06",0,1,NA,NA,"","Fall",2013,"D02-RCP1","D02-RCP1-FA13"
"1065",2013-10-17,"D02-RCP1-FA13(4).JPG","21:34:11",0,1,NA,NA,"","Fall",2013,"D02-RCP1","D02-RCP1-FA13"
"1066",2013-10-17,"D02-RCP1-FA13(5).JPG","21:33:41",0,1,NA,NA,"","Fall",2013,"D02-RCP1","D02-RCP1-FA13"
"1067",2013-10-30,"D02-RCP1-FA13(6).JPG","5:06:19",0,1,NA,NA,"","Fall",2013,"D02-RCP1","D02-RCP1-FA13"
"1068",2013-10-30,"D02-RCP1-FA13(7).JPG","5:05:49",0,0,NA,NA,"","Fall",2013,"D02-RCP1","D02-RCP1-FA13"
"1069",2013-10-28,"D02-RCP1-FA13(8).JPG","3:46:17",0,1,NA,NA,"","Fall",2013,"D02-RCP1","D02-RCP1-FA13"
"1070",2013-10-23,"D02-RCP1-FA13(9).JPG","4:04:02",0,1,NA,NA,"","Fall",2013,"D02-RCP1","D02-RCP1-FA13"
"1071",2013-10-22,"D02-MDU1-FA13(1).JPG","18:27:21",0,1,NA,NA,"","Fall",2013,"D02-MDU1","D02-MDU1-FA13"
"1072",2013-11-09,"D02-MDU1-FA13(2).JPG","0:20:00",0,1,NA,NA,"Ear tagged","Fall",2013,"D02-MDU1","D02-MDU1-FA13"
"1073",2013-11-01,"D02-MDU1-FA13(3).JPG","23:27:38",0,0,NA,NA,"","Fall",2013,"D02-MDU1","D02-MDU1-FA13"
"1074",2013-11-01,"D02-MDU1-FA13(4).JPG","23:27:01",0,0,NA,NA,"","Fall",2013,"D02-MDU1","D02-MDU1-FA13"
"1075",2013-11-01,"D02-MDU1-FA13(5).JPG","23:26:11",0,1,NA,NA,"Ear tagged","Fall",2013,"D02-MDU1","D02-MDU1-FA13"
"1078",2013-11-08,"D08-DAW3-FA13(2).JPG","4:23:07",0,0,NA,NA,"Same file name only one image","Fall",2013,"D08-DAW0","D08-DAW0-FA13"
"1080",2010-05-24,"S10-ILC1-SP10(1).JPG","",0,0,NA,NA,"","Spring",2010,"S10-ILC1","S10-ILC1-SP10"
"1081",2010-05-25,"S10-ILC1-SP10(2).JPG","",0,0,NA,NA,"","Spring",2010,"S10-ILC1","S10-ILC1-SP10"
"1084",2010-06-03,"S09-VTW1-SP10(1).JPG","",0,0,NA,NA,"","Spring",2010,"S09-VTW0","S09-VTW0-SP10"
"1085",2010-06-02,"S09-VTW1-SP10(2).JPG","",0,1,NA,NA,"Thin tail but likely summer coat","Spring",2010,"S09-VTW0","S09-VTW0-SP10"
"1086",2010-05-25,"S09-VTW1-SP10(3).JPG","",0,0,NA,NA,"","Spring",2010,"S09-VTW0","S09-VTW0-SP10"
"1089",2010-05-18,"S09-VTW1-SP10(6).JPG","",0,0,NA,NA,"","Spring",2010,"S09-VTW0","S09-VTW0-SP10"
"1094",2010-05-16,"S09-SMC1-SP10(5).JPG","",0,0,NA,NA,"","Spring",2010,"S09-SMC1","S09-SMC1-SP10"
"1095",2010-05-18,"S07-WGL1-SP10(1).JPG","",1,1,NA,1,"Hair loss on back","Spring",2010,"S07-WGL0","S07-WGL0-SP10"
"1096",2010-06-02,"S07-WGL1-SP10(2).JPG","",1,1,NA,1,"Rat tail and hair loss on lower back around tail","Spring",2010,"S07-WGL0","S07-WGL0-SP10"
"1097",2010-06-04,"S07-SAG1-SP10(1).JPG","",0,0,NA,NA,"","Spring",2010,"S07-SAG1","S07-SAG1-SP10"
"1098",2010-06-02,"S07-SAG1-SP10(2).JPG","",0,0,NA,NA,"","Spring",2010,"S07-SAG1","S07-SAG1-SP10"
"1101",2010-05-28,"S07-SAG1-SP10(5).JPG","",0,1,NA,NA,"Body and head are not furry but tail is. Looks like summer coat?","Spring",2010,"S07-SAG1","S07-SAG1-SP10"
"1102",2010-05-18,"S07-SAG1-SP10(6).JPG","",0,0,NA,NA,"","Spring",2010,"S07-SAG1","S07-SAG1-SP10"
"1104",2010-05-17,"S07-SAG1-SP10(8).JPG","",0,0,NA,1,"","Spring",2010,"S07-SAG1","S07-SAG1-SP10"
"1105",2010-06-02,"S06-CBW1-SP10(1).JPG","",0,1,NA,1,"","Spring",2010,"S06-CBW1","S06-CBW1-SP10"
"1106",2010-05-16,"R10-WCP1-SP10(1).JPG","",0,1,NA,NA,"","Spring",2010,"R10-WCP0","R10-WCP0-SP10"
"1107",2010-05-10,"R10-FRM1-SP10(1).JPG","",0,0,NA,NA,"","Spring",2010,"R10-FRM1","R10-FRM1-SP10"
"1108",2010-06-01,"R08-WBK1-SP10(1).JPG","",0,0,NA,NA,"","Spring",2010,"R08-WBK1","R08-WBK1-SP10"
"1109",2010-05-24,"R08-WBK1-SP10(2).JPG","",0,0,NA,NA,"","Spring",2010,"R08-WBK1","R08-WBK1-SP10"
"1110",2010-05-23,"R08-WBK1-SP10(3).JPG","",0,0,NA,NA,"","Spring",2010,"R08-WBK1","R08-WBK1-SP10"
"1111",2010-05-22,"R06-SLT2-SP10(1).JPG","",0,0,NA,1,"","Spring",2010,"R06-SLT2","R06-SLT2-SP10"
"1112",2010-05-11,"R04-MMW1-SP10(1).JPG","",0,0,NA,NA,"","Spring",2010,"R04-MMW0","R04-MMW0-SP10"
"1114",2010-05-22,"R04-MMW1-SP10(3).JPG","",0,0,NA,NA,"","Spring",2010,"R04-MMW0","R04-MMW0-SP10"
"1115",2010-05-18,"R04-MMW1-SP10(4).JPG","",0,1,NA,NA,"","Spring",2010,"R04-MMW0","R04-MMW0-SP10"
"1116",2010-05-14,"R04-MMW1-SP10(5).JPG","",0,1,NA,1,"","Spring",2010,"R04-MMW0","R04-MMW0-SP10"
"1117",2010-05-27,"D08-DAW2-SP10(1).JPG","",0,1,NA,NA,"","Spring",2010,"D08-DAW2","D08-DAW2-SP10"
"1118",2010-05-20,"D08-DAW2-SP10(2).JPG","",0,0,NA,NA,"","Spring",2010,"D08-DAW2","D08-DAW2-SP10"
"1121",2010-05-19,"D08-DAW1-SP10(1).JPG","",0,1,NA,NA,"","Spring",2010,"D08-DAW0","D08-DAW0-SP10"
"1122",2010-05-13,"D08-DAW1-SP10(2).JPG","",0,0,NA,NA,"","Spring",2010,"D08-DAW0","D08-DAW0-SP10"
"1123",2010-06-01,"D08-DAW1-SP10(3).JPG","",0,0,NA,NA,"","Spring",2010,"D08-DAW0","D08-DAW0-SP10"
"1124",2010-05-09,"D07-NOC1-SP10(1).JPG","",0,0,NA,NA,"","Spring",2010,"D07-NOC1","D07-NOC1-SP10"
"1125",2010-05-08,"D07-NOC1-SP10(2).JPG","",0,0,NA,NA,"","Spring",2010,"D07-NOC1","D07-NOC1-SP10"
"1126",2010-06-07,"D07-NOC1-SP10(3).JPG","",0,0,NA,NA,"","Spring",2010,"D07-NOC1","D07-NOC1-SP10"
"1127",2010-06-01,"D07-NOC1-SP10(4).JPG","",0,0,NA,NA,"","Spring",2010,"D07-NOC1","D07-NOC1-SP10"
